participant,L1,meanAccent,self_accent_perception,others_accent_perception,ReadEntropy,SpeakEntropy,HomeEntropy,WorkEntropy,SocialEntropy,age,yearsBilingual,aoa,gender,L1_current_exposure,L2_current_exposure,L3_current_exposure,L1_choose_read,L2_choose_read,L3_choose_read,L1_choose_speak,L2_choose_speak,L3_choose_speak,L1_home_use,L2_home_use,L3_home_use,L1_work_use,L2_work_use,L3_work_use,L1_social_use,L2_social_use,L3_social_use,L2_speaking_ability,L2_reading_ability,L2_writing_ability,L2_translating_ability,L2_listening_comprehension_ability,L2_pronunciation_ability,L2_fluency_ability,L2_vocabulary_ability,L2_grammatrical_ability,L2_overall_competence_ability,L1_speaking_ability,L1_reading_ability,L1_writing_ability,L1_translating_ability,L1_listening_comprehension_ability,L1_pronunciation_ability,L1_fluency_ability,L1_vocabulary_ability,L1_grammatrical_ability,L1_overall_competence_ability,meanL2ability,L2_exposure,occupation
377,French,3.5,2,5,0.811278124459133,0.721928094887362,0.591672778582327,1,0.863120568566631,24,14,10,Male,70,30,0,75,25,0,80,20,0,7,2,1,4,4,1,6,3,1,7,6,4,4,7,7,7,6,6,7,10,10,9,9,10,10,10,7,7,9,6.1,30,work
378,French,3,3,3,0.881290899230693,0.721928094887362,0.591672778582327,0.970950594454669,0.811278124459133,20,15,5,Female,70,30,0,30,70,0,80,20,0,7,2,1,7,5,1,7,3,1,7,9,7,9,9,9,7,7,6,7,10,10,10,9,10,10,10,10,10,10,7.7,30,work
379,French,4.5,4,5,1,1.15677964944704,0.811278124459133,1.46048468131311,1.31432048670618,22,16,6,Male,69,29,2,50,50,0,70,20,10,7,3,1,7,6,3,7,7,2,7,9,6,6,7,6,9,7,6,7,10,10,10,9,10,10,10,9,9,10,7,29,student
380,French,7,7,7,0.468995593589281,0.468995593589281,0,0.650022421648354,0.650022421648354,27,16,11,Female,90,10,0,90,10,0,90,10,0,7,1,1,6,2,1,6,2,1,6,9,7,7,7,4,6,6,7,7,10,10,10,10,10,10,10,10,10,10,6.6,10,student
382,French,5,5,5,0.970950594454669,1,0,0.591672778582327,0.991076059838222,22,12,10,Male,75,25,0,40,60,0,50,50,0,7,1,1,2,7,1,6,5,1,7,9,7,7,9,6,6,7,7,7,10,10,10,9,10,10,10,10,10,10,7.2,25,student
384,French,2.5,3,2,0,0.286396957115956,0,0.918295834054489,0.970950594454669,24,14,10,Female,60,40,0,100,0,0,95,5,0,7,1,1,4,7,1,7,5,1,10,7,7,9,10,9,9,7,7,9,10,10,10,10,10,10,10,10,10,10,8.4,40,student
385,French,5,5,5,1,0.970950594454669,1.53049305675748,1,0.985228136034251,26,14,12,Female,60,30,10,50,50,0,40,60,0,5,4,3,7,7,1,5,4,1,9,9,9,7,9,6,7,7,9,7,10,10,10,10,10,10,10,10,10,10,7.9,30,work
388,French,4.5,5,4,0.721928094887362,0.881290899230693,1,1,0.954434002924965,29,18,11,Male,70,30,0,80,20,0,70,30,0,5,5,1,5,5,1,4,6,1,7,9,9,9,9,6,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.7,30,work
389,French,4.5,2,7,1,0.934068055375491,0.970950594454669,0.985228136034251,0.591672778582327,23,17,6,Male,20,80,0,50,50,0,65,35,0,7,5,1,4,5,1,2,7,1,10,10,9,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,9.6,80,student
390,French,3.5,3,4,0.468995593589281,0.468995593589281,0.650022421648354,1,0.650022421648354,29,22,7,Female,60,40,0,90,10,0,90,10,0,6,2,1,4,4,1,6,2,1,6,6,4,6,7,6,6,4,4,6,9,9,9,9,9,9,9,9,9,9,5.5,40,work/student
392,French,5,4,6,0.468995593589281,0.286396957115956,0.918295834054489,1.37878349348618,0.918295834054489,20,11,9,Male,80,20,0,90,10,0,95,5,0,7,4,1,5,2,3,7,4,1,7,9,7,6,7,7,7,7,7,7,10,10,10,7,10,9,10,10,9,10,7.1,20,student
394,French,5,3,7,0,0,0,0.811278124459133,0.811278124459133,32,21,11,Female,75,25,0,100,0,0,0,100,0,7,1,1,7,3,1,7,3,1,9,6,6,7,9,9,9,7,6,7,10,10,10,10,10,10,10,10,10,10,7.5,25,work
395,French,2,2,2,0.881290899230693,0.881290899230693,0.970950594454669,0.970950594454669,1.44881563572518,35,24,11,Female,50,50,0,70,30,0,70,30,0,7,5,1,7,5,1,7,7,3,7,7,7,7,7,9,7,6,7,7,10,10,10,10,10,10,10,10,10,10,7.1,50,work
398,French,4.5,3,6,0.721928094887362,0,0.591672778582327,0.811278124459133,1,29,19,10,Male,70,30,0,80,20,0,100,0,0,7,2,1,7,3,1,7,7,1,7,7,6,6,7,6,6,6,6,6,10,10,7,7,10,9,10,7,6,7,6.3,30,student
424,English,2,2,2,0.970950594454669,1,0.994030211476957,0.918295834054489,1,28,25,3,Female,70,30,0,60,40,0,50,50,0,7,6,1,4,7,1,7,7,1,10,10,10,9,9,9,10,9,7,9,10,10,10,10,10,10,10,10,10,10,9.2,30,student
427,English,4,2,6,0,0.468995593589281,1.06127812445913,0.591672778582327,0.985228136034251,20,15,5,Male,70,28,2,100,0,0,90,10,0,7,2,2,2,7,1,5,4,1,10,7,6,6,10,9,9,7,7,9,10,10,10,10,10,10,10,10,10,10,8,28,student
428,English,5,3,7,0.322493361860324,0.141440542541821,0.591672778582327,0,0.591672778582327,20,15,5,Male,98,2,0,95,4,1,98,2,0,7,2,1,7,1,1,7,2,1,7,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8.8,2,student
429,English,4,3,5,0,0.721928094887362,0,0,0.591672778582327,19,13,6,Female,95,5,0,100,0,0,80,20,0,7,1,1,7,1,1,7,2,1,6,6,6,6,6,7,6,6,6,6,10,10,10,10,10,10,10,10,10,10,6.1,5,student
432,English,1.5,2,1,0.468995593589281,0.468995593589281,0.591672778582327,0.970950594454669,0.811278124459133,19,8,11,Female,80,20,0,90,10,0,90,10,0,7,2,1,7,5,1,7,3,1,7,7,6,7,6,7,7,6,4,6,10,10,10,10,10,10,10,10,9,10,6.3,20,work
433,English,1,1,1,0.881290899230693,0.970950594454669,1.32501121082418,0.918295834054489,0.970950594454669,20,20,0,Female,60,40,0,70,30,0,60,40,0,7,6,2,7,4,1,7,5,1,10,7,4,3,9,10,10,7,3,7,10,10,9,9,10,10,10,9,9,10,7,40,work/student
434,English,2.5,3,2,0.721928094887362,0.721928094887362,0.811278124459133,1,0.970950594454669,20,16,4,Female,60,40,0,80,20,0,80,20,0,7,3,1,7,7,1,7,5,1,9,9,7,7,9,7,7,7,7,9,10,10,10,10,10,10,10,10,10,10,7.8,40,work
436,English,2,2,2,0,0.557124683512351,1.29546184423832,1,1.31432048670618,19,18,1,Female,85,14,1,100,0,0,90,7,3,7,4,2,7,7,1,7,7,2,7,10,6,7,10,9,9,9,6,7,10,10,10,10,10,10,10,10,6,10,8,14,work
437,English,2,2,2,0.721928094887362,1,1,1,0.811278124459133,23,23,0,Female,50,50,0,80,20,0,50,50,0,7,7,1,7,7,1,7,3,1,10,9,7,9,10,10,10,7,7,9,10,10,10,10,10,10,10,10,10,10,8.8,50,student
438,English,2.5,2,3,0,0.721928094887362,0.591672778582327,0.591672778582327,1.45914791702724,20,12,8,Female,70,30,0,100,0,0,80,20,0,7,2,1,7,2,1,7,5,3,9,9,7,6,9,7,7,7,7,9,10,10,10,10,10,10,10,10,10,10,7.7,30,student
439,English,6.5,7,6,0,0,0.591672778582327,1,0.994030211476957,20,9,11,Female,80,20,0,100,0,0,100,0,0,7,2,1,7,7,1,7,6,1,6,9,7,7,9,4,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.8,20,student
441,English,5.5,4,7,0,0,0,0.994030211476957,0.811278124459133,19,14,5,Female,80,20,0,100,0,0,100,0,0,7,1,1,6,7,1,7,3,1,7,9,9,9,10,7,7,10,9,7,10,10,10,10,10,10,10,10,10,10,8.4,20,work
445,English,5.5,5,6,0,0.970950594454669,0.591672778582327,0.918295834054489,0.994030211476957,26,18,8,Male,60,40,0,100,0,0,60,40,0,7,2,1,7,4,1,7,6,1,7,7,3,4,7,7,7,6,7,7,10,10,10,10,10,10,10,10,10,10,6.2,40,student
446,English,5.5,5,6,0,0,0.591672778582327,0,0.918295834054489,34,27,7,Male,70,30,0,100,0,0,100,0,0,7,2,1,7,1,1,7,4,1,4,4,4,4,10,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,4.6,30,student
447,English,4,4,4,1.48547529722733,1.29546184423832,0.811278124459133,0.811278124459133,0.918295834054489,19,14,5,Male,75,10,15,50,30,20,60,30,10,7,3,1,7,3,1,7,4,1,7,9,6,6,7,6,6,6,6,7,10,10,10,10,10,10,10,10,10,10,6.6,10,work
448,English,2.5,2,3,0.881290899230693,0.721928094887362,1.29546184423832,0.918295834054489,0.918295834054489,22,12,10,Female,50,50,0,70,30,0,80,20,0,7,4,2,7,4,1,7,4,1,7,9,9,6,6,6,7,9,9,7,9,10,10,7,9,9,9,6,7,7,7.5,50,student
449,English,6,6,6,0.881290899230693,1,0,1,0.811278124459133,22,15,7,Male,80,20,0,70,30,0,50,50,0,7,1,1,7,7,1,7,3,1,6,10,6,6,7,4,7,7,4,6,10,10,10,10,10,10,10,10,10,10,6.3,20,work
450,English,6,5,7,1.15677964944704,1.15677964944704,0.811278124459133,1,1.45914791702724,23,18,5,Female,70,20,10,70,20,10,70,20,10,7,1,3,5,5,1,7,3,5,6,6,4,6,7,4,4,4,4,6,10,10,10,9,10,9,10,10,10,10,5.1,20,student
452,English,4.5,4,5,0.568995593589281,0.568995593589281,1.35164411515339,1.29546184423832,1.46048468131311,24,23,1,Female,45,45,10,90,5,5,90,5,5,6,4,2,7,4,2,7,6,3,9,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.5,45,student
455,English,4.5,5,4,0.286396957115956,0,1.22439444540599,0.811278124459133,1.22439444540599,29,26,3,Female,80,15,5,95,0,5,100,0,0,7,2,3,7,3,1,7,2,3,7,6,4,7,6,3,6,4,6,6,10,10,10,10,10,10,10,10,10,10,5.5,15,work
456,English,1.5,1,2,1.15677964944704,1.5,1.43537139077453,1.32217934551667,1.37095059445467,24,17,7,Female,70,20,10,70,10,20,50,25,25,7,3,4,7,2,5,7,3,3,9,10,9,10,10,10,10,7,10,9,10,10,10,10,10,10,10,10,10,10,9.4,20,work
458,English,4,3,5,0.721928094887362,0.881290899230693,0.811278124459133,0.591672778582327,0.970950594454669,21,20,1,Male,85,15,0,80,20,0,70,30,0,7,3,1,7,2,1,7,5,1,9,9,10,7,9,7,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8.7,15,work
459,English,6,5,7,0.468995593589281,0.970950594454669,0,0.918295834054489,1,27,22,5,Female,80,20,0,90,10,0,40,60,0,7,1,1,7,4,1,7,7,1,7,9,7,6,9,7,7,7,6,7,10,10,10,10,10,10,10,10,10,NA,7.2,20,student
460,English,2.5,2,3,0,0,0,0.970950594454669,0.811278124459133,23,18.5,4.5,Female,90,10,0,100,0,0,100,0,0,7,1,1,7,5,1,7,3,1,7,7,7,7,9,10,9,9,7,9,10,10,10,10,10,10,10,10,10,10,8.1,10,work
462,English,6,5,7,0.721928094887362,0.468995593589281,0,0.650022421648354,0.918295834054489,26,4,22,Female,70,30,0,80,20,0,90,10,0,7,1,1,6,2,1,7,4,1,7,7,7,7,7,6,7,6,7,7,10,10,10,10,10,10,10,10,10,10,6.8,30,student
463,English,3,3,3,0.970950594454669,1,0.994030211476957,1,0.994030211476957,21,7,14,Female,55,45,0,60,40,0,50,50,0,7,6,1,5,5,1,7,6,1,9,7,7,7,10,9,9,7,7,9,10,10,10,10,10,10,10,10,10,10,8.1,45,student
465,English,4.5,4,5,0.568995593589281,0.921928094887362,1.29546184423832,1.06127812445913,1.5,28,24,4,Male,75,15,10,90,5,5,80,10,10,7,2,4,7,2,2,7,4,4,6,9,9,9,9,6,6,6,7,7,10,10,10,10,10,10,10,10,10,10,7.4,15,student
466,English,5.5,4,7,0.468995593589281,0.721928094887362,0.591672778582327,0,0.591672778582327,24,19,5,Female,85,14,1,90,10,0,80,20,0,7,2,1,7,1,1,7,2,1,6,7,4,6,7,6,4,6,7,6,10,10,10,10,10,10,10,10,10,10,5.9,14,student
468,French,3,3,3,0.468995593589281,0.811278124459133,0.811278124459133,0.591672778582327,0.591672778582327,21,9,12,Female,60,40,0,90,10,0,75,25,0,7,3,1,7,2,1,7,2,1,4,6,4,4,7,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,4.5,40,work
470,French,3.5,3,4,0.970950594454669,0.811278124459133,0.591672778582327,0.591672778582327,0.811278124459133,21,10,11,Female,65,35,0,60,40,0,75,25,0,7,2,1,7,2,1,7,3,1,7,7,7,6,7,6,7,6,7,7,10,10,10,7,10,10,10,10,10,10,6.7,35,student
471,French,3,3,3,0,0.721928094887362,0,0.721928094887362,0.650022421648354,23,12,11,Female,20,80,0,0,100,0,20,80,0,1,7,1,2,5,1,2,6,1,7,9,6,7,9,7,7,6,6,7,10,10,10,10,10,10,10,10,10,10,7.1,80,student
472,French,6,5,7,0,0.468995593589281,0,0.650022421648354,0.721928094887362,22,10,12,Female,80,20,0,100,0,0,90,10,0,7,1,1,6,2,1,5,1,2,6,9,9,6,9,4,6,6,6,6,10,10,10,10,10,10,10,10,10,10,6.7,20,student
474,French,7,7,7,0.468995593589281,0,0,0.591672778582327,0.591672778582327,20,8,12,Female,70,30,0,90,10,0,100,0,0,7,1,1,7,2,1,7,2,1,4,7,6,3,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,4.4,30,student
475,French,3.5,5,2,0.286396957115956,0.881290899230693,0.970950594454669,0,0.970950594454669,26,20,6,Female,60,40,0,95,5,0,70,30,0,7,5,1,7,1,1,7,5,1,7,9,6,9,9,7,7,6,9,7,10,10,10,10,10,10,10,7,10,10,7.6,40,student
477,French,6,6,6,0.811278124459133,1,0.591672778582327,0,1,23,18,5,Female,67,33,0,25,75,0,50,50,0,7,2,1,7,1,1,5,5,1,6,9,7,10,10,6,6,7,6,7,10,10,7,10,10,10,10,7,7,9,7.4,33,work/student
478,French,5,5,5,1,0,1.22439444540599,1,1.32217934551667,20,19,1,Female,45,50,5,50,50,0,100,0,0,3,7,2,7,7,1,7,5,2,6,7,7,4,7,4,6,6,6,7,10,10,10,9,10,10,10,9,10,10,6,50,student
479,French,3.5,4,3,1,0.970950594454669,0.591672778582327,0.918295834054489,1,21,10,11,Male,51,49,0,50,50,0,60,40,0,7,2,1,4,7,1,5,5,1,4,9,6,4,9,6,7,7,6,6,10,10,10,9,10,10,9,10,9,10,6.4,49,student
480,French,6.5,6,7,0.881290899230693,0.286396957115956,0.721928094887362,1,0.811278124459133,19,11,8,Female,40,60,0,70,30,0,95,5,0,5,2,1,5,5,1,7,3,1,4,7,7,7,7,3,3,6,6,6,10,10,10,10,10,10,10,10,10,10,5.6,60,student
482,French,2.5,3,2,0.468995593589281,0,0,0.970950594454669,0.591672778582327,20,10,10,Female,80,20,0,90,10,0,100,0,0,7,1,1,7,5,1,7,2,1,7,7,7,7,7,6,6,7,7,7,10,10,10,10,10,10,10,10,10,10,6.8,20,student
483,French,2.5,2,3,1,0.881290899230693,0.918295834054489,1.29546184423832,1,22,14,8,Male,55,40,5,50,50,0,70,30,0,7,4,1,7,4,2,7,7,1,9,9,7,7,9,9,7,7,10,9,10,10,10,10,10,10,10,10,10,10,8.3,40,work
484,French,1.5,2,1,0.881290899230693,0.970950594454669,0.970950594454669,0.591672778582327,0.991076059838222,20,13.5,6.5,Female,60,40,0,30,70,0,60,40,0,7,5,1,7,2,1,6,5,1,9,10,10,10,9,9,10,7,7,9,10,10,7,10,9,10,10,9,7,9,9,40,student
485,French,6.5,6,7,1,0.515895152948209,0,0.918295834054489,1.32217934551667,19,7,12,Female,75,23,2,50,50,0,90,9,1,7,1,1,7,4,1,7,5,2,7,10,7,9,9,4,6,7,7,7,10,10,10,10,10,10,10,10,10,10,7.3,23,student
486,French,2,2,2,1,1,1,0,0.994030211476957,21,19,2,Male,50,45,5,50,50,0,50,50,0,7,7,1,1,7,1,7,6,1,10,10,10,10,10,9,10,7,7,9,10,10,10,10,10,10,10,10,10,10,9.2,45,student
487,French,1,1,1,1,1.20880002184789,1,1.31432048670618,0.918295834054489,19,14,5,Female,25,74,1,50,50,0,38,57,5,7,7,1,7,7,2,4,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,74,student
488,French,3.5,3,4,1.12114609454121,0,0.811278124459133,1.29546184423832,1.32217934551667,19,9,10,Female,60,35,5,50,48,2,100,0,0,7,3,1,4,7,2,7,5,2,9,9,9,9,7,7,7,6,7,7,10,10,10,10,10,10,10,10,10,10,7.7,35,student
489,French,1,1,1,1,1,0.811278124459133,0,1,19,19,0,Female,60,40,0,50,50,0,50,50,0,7,3,1,7,1,1,7,7,1,10,10,9,7,9,10,10,10,9,10,10,10,10,9,9,10,10,10,10,10,9.4,40,student
490,French,6,6,6,0.468995593589281,0.468995593589281,0.591672778582327,0.591672778582327,0.954434002924965,20,9,11,Female,75,25,0,90,10,0,90,10,0,7,2,1,7,2,1,6,4,1,4,4,3,4,4,3,3,3,3,4,10,10,10,10,10,10,10,10,10,10,3.5,25,student
494,French,1,1,1,0.881290899230693,0.881290899230693,1,0.970950594454669,0.991076059838222,22,21,1,Female,30,70,0,30,70,0,70,30,0,7,7,1,5,7,1,5,6,1,10,10,10,9,10,9,10,9,9,9,10,10,10,9,10,10,9,9,9,10,9.5,70,student
495,French,1,1,1,1.36096404744368,1.58481870497303,1.29546184423832,1.29546184423832,1.48335575498169,20,11,9,Male,20,60,20,40,50,10,33,34,33,7,4,2,2,7,4,6,6,3,10,10,9,10,10,9,10,9,9,10,10,10,7,10,10,10,10,9,7,10,9.6,60,student
496,French,7,7,7,1,0.881290899230693,0.591672778582327,0.970950594454669,0.918295834054489,21,12,9,Female,50,45,5,50,50,0,70,30,0,7,2,1,7,5,1,7,4,1,7,9,9,9,9,4,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8.3,45,student
497,French,3.5,3,4,1,1,0.991076059838222,0.650022421648354,0.954434002924965,22,16,6,Female,45,55,0,50,50,0,50,50,0,6,5,1,6,2,1,6,4,1,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,6,10,10,9.9,55,work/student
499,French,1,1,1,1,1,1.32501121082418,1.32501121082418,1.31432048670618,19,18,1,Female,50,45,5,50,50,0,50,50,0,6,7,2,7,6,2,7,7,2,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9.9,45,work
500,French,1.5,2,1,0.970950594454669,0.970950594454669,0.954434002924965,0.994030211476957,1.29546184423832,21,14,7,Female,20,75,5,60,40,0,60,40,0,4,6,1,6,7,1,4,7,2,7,7,7,6,7,6,7,6,6,7,10,7,7,6,7,7,7,7,7,7,6.6,75,student
501,French,6.5,6,7,1,0.881290899230693,0,1,0.954434002924965,29,17,12,Female,90,10,0,50,50,0,70,30,0,7,1,1,4,4,1,6,4,1,7,10,10,9,9,7,9,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,10,NA
502,French,1.5,2,1,0.721928094887362,0.970950594454669,0.863120568566631,1,0.954434002924965,21,14,7,Male,30,70,0,20,80,0,40,60,0,3,6,1,6,6,1,4,6,1,9,10,10,9,10,9,9,9,9,9,7,9,6,7,7,7,7,6,4,7,9.3,70,student
503,French,3.5,4,3,0.970950594454669,0.811278124459133,0.591672778582327,0.954434002924965,0.991076059838222,23,15,8,Female,70,30,0,40,60,0,75,25,0,7,2,1,4,6,1,6,5,1,6,7,7,7,7,4,4,6,6,6,9,9,9,9,9,9,9,7,7,9,6,30,work
504,French,1.5,1,2,0.721928094887362,1,1,0,0.994030211476957,26,19,7,Female,60,40,0,20,80,0,50,50,0,7,7,1,7,1,1,6,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,student
505,French,4.5,3,6,0,1,0.591672778582327,0.985228136034251,1,27,14,13,Male,70,30,0,100,0,0,50,50,0,7,2,1,5,4,1,5,5,1,9,10,10,7,9,7,9,7,7,9,10,10,10,9,10,10,10,10,10,10,8.4,30,work
507,French,4,3,5,0,0.921928094887362,0,0.591672778582327,1.14883485428092,24,20,4,Female,65,25,10,100,0,0,80,10,10,7,1,1,7,2,1,6,2,2,7,7,6,4,7,7,7,7,6,7,10,10,10,10,10,10,10,10,10,10,6.5,25,work
508,French,3,3,3,0.468995593589281,0.468995593589281,0,0.918295834054489,0.650022421648354,25,15,10,Female,70,30,0,90,10,0,90,10,0,7,1,1,5,3,1,6,2,1,7,6,4,4,6,6,6,3,4,6,10,10,10,9,10,10,10,9,7,10,5.2,30,student
509,French,1,1,1,0.721928094887362,0.721928094887362,0.650022421648354,0.721928094887362,1,30,30,0,Female,60,40,0,20,80,0,80,20,0,6,2,1,5,2,1,6,6,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,40,work
511,French,2,2,2,0.881290899230693,0.970950594454669,1,1,1,27,15,12,Female,50,50,0,70,30,0,60,40,0,7,7,1,7,7,1,7,7,1,10,6,6,6,10,7,6,4,4,9,10,10,9,7,10,10,10,7,7,10,6.8,50,work
512,French,1,1,1,0.468995593589281,0.970950594454669,0.591672778582327,0.918295834054489,0.918295834054489,22,17,5,Male,35,65,0,10,90,0,40,60,0,7,2,1,7,4,1,4,7,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,65,student
513,French,1.5,1,2,1.18837637173451,1.36899559358928,1.22439444540599,1,1.44881563572518,23,20.5,2.5,Female,70,30,0,35,60,5,45,45,10,7,3,2,7,7,1,7,7,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,work
514,French,7,7,7,0.721928094887362,1.36096404744368,0.811278124459133,1,1.52623490994952,29,19,10,Female,70,20,10,80,20,0,50,10,40,7,3,1,7,7,1,7,5,4,4,6,7,6,7,4,3,4,4,4,10,10,10,10,10,10,10,10,10,10,4.9,20,work
516,French,6,5,7,0.881290899230693,0,1,0.954434002924965,0.991076059838222,26,13,13,Male,80,20,0,70,30,0,100,0,0,6,6,1,6,4,1,6,5,1,6,6,6,4,4,4,4,4,7,6,10,10,10,10,10,10,10,10,10,10,5.1,20,student
517,French,2,2,2,0.970950594454669,1.57095059445467,1,0.954434002924965,1,32,21,11,Male,60,40,0,60,40,0,30,40,30,5,5,1,4,6,1,5,5,1,9,9,9,9,10,7,9,7,7,9,10,10,10,10,10,10,10,10,10,10,8.5,40,work
518,French,5.5,4,7,0.468995593589281,0.721928094887362,0.811278124459133,0.591672778582327,0.918295834054489,21,10,11,Male,50,45,5,90,10,0,80,20,0,7,3,1,7,2,1,7,4,1,6,7,6,7,7,6,4,3,6,6,9,9,6,7,10,10,10,9,3,7,5.8,45,work
520,French,3,3,3,0,0,0.970950594454669,1,1,31,21,10,Female,50,50,0,100,0,0,100,0,0,7,5,1,7,7,1,7,7,1,7,7,9,9,9,7,7,7,6,7,10,10,10,10,10,10,10,10,10,10,7.5,50,work
521,French,1,1,1,0.999579745281114,1.12144054254182,0.918295834054489,1,1.31432048670618,19,10,9,Female,53,45,2,65,34,1,49,49,2,7,4,1,7,7,1,7,7,2,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9,45,student
522,French,2.5,2,3,0.881290899230693,0.811278124459133,0.591672778582327,0.985228136034251,0.970950594454669,25,23,2,Female,80,20,0,70,30,0,75,25,0,7,2,1,5,4,1,7,5,1,10,7,7,9,9,10,10,7,9,9,10,10,10,9,10,10,9,10,9,10,8.7,20,student
586,French,3.5,3,4,1,1.16372245957724,0.918295834054489,0.591672778582327,1.31432048670618,20,14,6,Male,45,40,15,50,50,0,50,47,3,7,4,1,7,2,1,7,7,2,7,7,7,7,9,6,7,7,7,7,10,10,10,9,10,10,10,10,10,10,7.1,40,student
590,French,4.5,5,4,0.468995593589281,0,0,1,0.591672778582327,20,9,11,Female,70,30,0,90,10,0,100,0,0,7,1,1,4,4,1,7,2,1,6,7,6,4,6,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,4.9,30,student
593,English,1.5,1,2,0.468995593589281,1,0.811278124459133,0.591672778582327,0.863120568566631,21,19,2,Female,70,30,0,90,10,0,50,50,0,7,3,1,2,7,1,6,3,1,10,10,4,9,10,9,9,9,6,9,10,10,10,10,10,10,10,10,10,10,8.5,30,work
594,English,3,3,3,0,0,1.22439444540599,1,1.22439444540599,22,14,8,Female,80,15,5,100,0,0,100,0,0,7,2,3,6,6,1,7,3,2,7,7,7,7,9,6,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.1,15,student
600,English,4.5,4,5,0.286396957115956,0.286396957115956,0,0.650022421648354,0.650022421648354,21,16,5,Female,80,20,0,95,5,0,95,5,0,7,1,1,6,2,1,6,2,1,7,9,9,10,10,6,7,9,7,7,10,10,10,10,10,10,10,10,10,10,8.1,20,student
678,English,3.5,4,3,0.286396957115956,0.721928094887362,0,0.985228136034251,0.863120568566631,21,16,5,Male,85,15,0,95,5,0,80,20,0,7,1,1,5,4,1,6,3,1,7,7,6,7,7,6,7,6,6,7,10,10,10,10,10,10,10,10,10,10,6.6,15,student
679,English,2,2,2,0,1,1,0.591672778582327,0.994030211476957,20,15,5,Female,50,50,0,100,0,0,50,50,0,7,7,1,2,7,1,7,6,1,9,7,4,6,10,10,9,6,4,7,10,10,10,10,10,10,10,10,10,10,7.2,50,student
680,English,4,3,5,0.468995593589281,0.881290899230693,0.811278124459133,0.591672778582327,0.811278124459133,23,18,5,Female,65,35,0,90,10,0,70,30,0,7,3,1,7,2,1,7,3,1,9,10,7,9,10,9,9,7,7,9,10,10,10,10,10,10,10,10,10,10,8.6,35,student
681,English,5,4,6,0.468995593589281,0.811278124459133,0.918295834054489,0,0.918295834054489,22,17,5,Male,90,10,0,90,10,0,75,25,0,7,4,1,7,1,1,7,4,1,7,7,4,7,7,6,7,4,4,7,10,10,10,10,10,10,10,10,10,10,6,10,student
682,English,5.5,5,6,0.286396957115956,0.6098403047164,0,0.591672778582327,0.591672778582327,22,16,6,Female,95,5,0,95,5,0,85,15,0,7,1,1,7,2,1,7,2,1,7,9,9,10,9,9,9,7,10,9,10,10,10,10,10,10,10,10,10,10,8.8,5,work
685,English,4.5,2,7,0.0807931358959113,0.286396957115956,0.591672778582327,0.591672778582327,0.811278124459133,35,30,5,Male,85,15,0,99,1,0,95,5,0,7,2,1,7,2,1,7,3,1,7,4,4,4,9,6,6,6,4,6,10,10,10,10,10,6,10,10,6,9,5.6,15,work
686,English,1,1,1,1,1,0.994030211476957,0.918295834054489,1,24,23.5,0.5,Female,80,20,0,50,50,0,50,50,0,7,6,1,4,7,1,7,7,1,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,9,9,10,9.8,20,student
688,English,7,7,7,0.721928094887362,0.970950594454669,0,1,1,26,21,5,Female,60,40,0,80,20,0,60,40,0,7,1,1,6,6,1,6,6,1,7,10,7,7,9,3,7,7,7,7,10,10,10,10,10,10,10,10,10,10,7.1,40,student
689,English,5,5,5,0,0,0.591672778582327,0,0.811278124459133,21,18,3,Female,80,20,0,100,0,0,100,0,0,7,2,1,5,1,1,7,3,1,7,10,7,9,10,4,6,6,9,7,10,10,10,10,10,10,10,10,10,10,7.5,20,student
690,English,5.5,4,7,1.18837637173451,0.721928094887362,0.811278124459133,0.811278124459133,0.811278124459133,22,14,8,Female,80,20,0,60,35,5,80,20,0,7,3,1,7,3,1,7,3,1,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.7,20,student
